record,Bullied_on_school_property_in_past_12_months,Age,Sex,Felt Lonely,Close Friends,Other Students Kind and Helpful
39594,No,15 years old,Male,Rarely,3 or more,Sometimes
39595,No,17 years old,Male,Sometimes,3 or more,Most of the time
39596,No,16 years old,Female,Sometimes,3 or more,Always
39597,No,16 years old,Female,Sometimes,3 or more,Always
39598,No,17 years old,Female,Sometimes,3 or more,Most of the time
39599,Yes,16 years old,Female,Sometimes,3 or more,Sometimes
39600,Yes,16 years old,Female,Always,3 or more,Always
39601,No,16 years old,Male,Never,3 or more,Always
39602,No,16 years old,Female,Never,3 or more,Always
39603,No,16 years old,Male,Sometimes,3 or more,Rarely
39604,No,16 years old,Female,Most of the time,3 or more,Rarely
39605,No,16 years old,Female,Sometimes,3 or more,Never
39606,No,16 years old,Male,Never,3 or more,Always
39607,No,16 years old,Female,Sometimes,0,Sometimes
39608, ,16 years old,Female,Sometimes,3 or more,Sometimes
39609,Yes,16 years old,Female,Most of the time,2,Sometimes
39610,Yes,17 years old,Female,Sometimes,3 or more,Sometimes
39611,Yes,16 years old,Male,Sometimes,3 or more,Rarely
39612,No,16 years old,Female,Sometimes,3 or more,Rarely
39613,No,13 years old,Male,Rarely,2,Always
39614,No,13 years old,Female,Never,1,Most of the time
39615,No,12 years old,Female,Rarely,1,Always
39616,No,13 years old,Female,Never,3 or more,Sometimes
39617,No,13 years old,Female,Rarely,3 or more,Most of the time
39618,No,13 years old,Female,Never,3 or more,Always
39619,No,13 years old,Female,Rarely,3 or more,Most of the time
39620,No,13 years old,Female,Never,3 or more,Most of the time
39621,No,13 years old,Male,Never,3 or more,Most of the time
39622,No,13 years old,Female,Rarely,3 or more,Always
39623,No,13 years old,Female,Never,3 or more,Sometimes
39624,No,13 years old,Female,Sometimes,3 or more,Most of the time
39625,No,15 years old,Male,Rarely,3 or more,Sometimes
39626,No,15 years old,Male,Never,3 or more,Rarely
39627,No,14 years old, ,Never,3 or more,Most of the time
39628,No,14 years old,Male,Sometimes,3 or more,Most of the time
39629,No,14 years old,Male,Never,3 or more,Most of the time
39630,No,13 years old,Male,Rarely,3 or more,Most of the time
39631,No,13 years old,Male,Never,3 or more,Always
39632,No,14 years old,Female,Always,2,Sometimes
39633,No,13 years old,Female,Rarely,3 or more,Most of the time
39634,No,14 years old,Female,Never,3 or more, 
39635,No,15 years old,Female,Most of the time,0, 
39636,No,13 years old,Female,Most of the time,0, 
39637,No,13 years old,Female,Never,3 or more, 
39638,Yes,13 years old,Male,Sometimes,3 or more,Sometimes
39639,No,14 years old,Male,Never,3 or more,Most of the time
39640,No,13 years old,Male,Never,3 or more,Never
39641,No,16 years old,Female,Never,3 or more, 
39642,No,14 years old,Male,Never,3 or more,Sometimes
39643,No,15 years old,Male,Never,3 or more,Sometimes
39644,No,14 years old,Male,Never,2,Most of the time
39645,Yes,13 years old,Female,Sometimes,2,Sometimes
39646,Yes,16 years old,Male,Sometimes,2,Most of the time
39647,No,13 years old,Female,Rarely,3 or more,Always
39648,Yes,13 years old,Female,Rarely,3 or more,Never
39649,No,14 years old,Female,Rarely,3 or more,Always
39650,Yes,13 years old,Female,Sometimes,1,Most of the time
39651,Yes,13 years old,Female,Sometimes,3 or more,Always
39652,Yes,13 years old,Female,Never,3 or more,Always
39653,No,13 years old,Female,Rarely,3 or more,Always
39654,No,13 years old,Female,Never,3 or more,Always
39655,No,13 years old,Male,Never,3 or more,Most of the time
39656,Yes,13 years old,Male,Never,3 or more, 
39657,No,13 years old,Male,Never,3 or more,Never
39658,No,13 years old,Female,Never,3 or more,Most of the time
39659,No,14 years old,Female,Sometimes,3 or more,Always
39660,No,15 years old,Male,Never,3 or more,Always
39661,Yes,17 years old,Female,Always,1,Rarely
39662,No,14 years old,Female,Rarely,3 or more,Most of the time
39663,No,16 years old,Female,Sometimes,3 or more,Most of the time
39664,No,15 years old,Male,Never,3 or more,Rarely
39665,Yes,15 years old,Female,Sometimes,3 or more,Sometimes
39666, ,15 years old,Female,Rarely,2,Rarely
39667,No,14 years old,Male,Rarely,3 or more,Most of the time
39668,No,14 years old,Male,Rarely, ,Most of the time
39669,No,14 years old,Female,Never,3 or more,Most of the time
39670,No,16 years old,Male,Rarely,3 or more,Rarely
39671,No,14 years old,Female,Never,2,Always
39672,No,15 years old,Male,Never,3 or more,Always
39673,No,14 years old,Female,Rarely,3 or more,Most of the time
39674,No,14 years old,Male,Rarely,2,Rarely
39675,No,14 years old,Male,Never,3 or more,Most of the time
39676,No,14 years old,Male,Never,3 or more,Always
39677,Yes,16 years old,Female,Always,0,Rarely
39678,No,16 years old,Male,Never,3 or more,Most of the time
39679,No,14 years old,Male,Never,3 or more,Sometimes
39680,No,14 years old,Male,Never,1,Rarely
39681,No,15 years old,Female,Most of the time,3 or more,Never
39682,Yes,14 years old,Female,Always,0,Sometimes
39683,No,15 years old,Female,Never,3 or more,Never
39684,No,14 years old,Male,Never,3 or more,Rarely
39685,Yes,16 years old,Male,Never,3 or more,Always
39686,Yes,14 years old,Male,Never,3 or more,Most of the time
39687,No,14 years old,Female,Never,3 or more,Most of the time
39688,No,15 years old,Female,Rarely,3 or more,Always
39689,No,15 years old,Male,Sometimes,3 or more,Sometimes
39690,Yes,17 years old,Female,Never,3 or more,Sometimes
39691,No,15 years old,Female,Sometimes,3 or more,Rarely
39692,Yes,16 years old,Male,Sometimes,3 or more,Rarely
39693,No,15 years old,Male,Sometimes,0,Rarely
39694,No,15 years old,Male,Rarely,3 or more,Sometimes
39695,No,15 years old,Male,Never,1,Rarely
39696,Yes,15 years old, ,Sometimes,3 or more,Rarely
39697,No,16 years old,Female,Sometimes,3 or more,Never
39698,No,15 years old,Female,Sometimes,3 or more,Rarely
39699,Yes,16 years old,Female,Sometimes,2,Sometimes
39700,No,17 years old,Male,Never,3 or more,Always
39701,No,16 years old,Male,Sometimes,3 or more,Most of the time
39702,No,16 years old,Female,Most of the time,0,Rarely
39703,Yes,16 years old,Male,Never,3 or more,Sometimes
39704,No,17 years old,Male,Rarely,1,Sometimes
39705,No,16 years old,Male,Rarely,3 or more, 
39706,No,17 years old,Male, ,3 or more,Most of the time
39707,No,16 years old,Male,Never,3 or more,Most of the time
39708,No,17 years old,Male,Rarely,3 or more,Most of the time
39709,No,16 years old,Male,Sometimes,2,Most of the time
39710,Yes,16 years old,Female,Sometimes,3 or more,Most of the time
39711,No,16 years old,Female,Never,3 or more,Never
39712,No,17 years old,Female,Rarely,3 or more,Sometimes
39713,No,17 years old,Female,Never,2,Most of the time
39714,No,16 years old,Male,Never,1,Sometimes
39715,No,16 years old,Female,Never,1,Rarely
39716,No,17 years old,Female,Never,2,Sometimes
39717,No,16 years old,Male,Sometimes,3 or more,Sometimes
39718,Yes,17 years old,Female,Never,1,Rarely
39719,Yes,16 years old,Female,Never,1,Rarely
39720,No,16 years old,Female,Never,1,Always
39721,Yes,16 years old,Male,Rarely,3 or more,Sometimes
39722,No,16 years old,Female,Sometimes,2,Sometimes
39723,No,16 years old,Female,Sometimes,0,Sometimes
39724,No,17 years old,Female,Rarely,2,Rarely
39725,No,12 years old,Male,Rarely,2,Most of the time
39726,No,13 years old,Female,Sometimes,1,Most of the time
39727,No,14 years old,Male,Most of the time, ,Rarely
39728,No,13 years old,Male,Never, , 
39729,No,12 years old,Male,Never,3 or more,Sometimes
39730,Yes,13 years old,Male,Sometimes,0,Sometimes
39731,Yes,12 years old,Male,Never,1,Never
39732,No,13 years old,Female,Rarely,3 or more,Sometimes
39733,No,12 years old,Female,Most of the time,3 or more,Rarely
39734,No,12 years old,Male,Never,3 or more,Always
39735,Yes,13 years old,Male,Sometimes,3 or more,Sometimes
39736,No,12 years old,Female,Rarely,3 or more,Most of the time
39737,No,12 years old,Female,Most of the time,3 or more,Sometimes
39738,No,13 years old,Female,Never,3 or more,Most of the time
39739,No,13 years old,Female,Never,3 or more,Most of the time
39740,No,13 years old,Male,Never,2,Sometimes
39741,No,13 years old,Male,Rarely,3 or more,Most of the time
39742,No,13 years old,Male,Rarely,3 or more,Sometimes
39743,Yes,13 years old,Male,Rarely,3 or more,Most of the time
39744,No,13 years old,Female,Rarely,3 or more,Always
39745,No,14 years old,Female,Sometimes,3 or more,Sometimes
39746,No,14 years old,Male,Rarely,2,Rarely
39747,Yes,13 years old,Male,Sometimes,3 or more,Most of the time
39748,No,14 years old,Male,Rarely,3 or more,Rarely
39749,No,16 years old,Male,Sometimes,3 or more,Always
39750,Yes,13 years old,Male,Rarely,3 or more,Sometimes
39751,No,14 years old,Female,Rarely,3 or more,Sometimes
39752,Yes,13 years old,Female,Sometimes,2, 
39753,Yes,13 years old,Male,Rarely,2,Never
39754, ,17 years old,Male,Most of the time,3 or more,Never
39755,Yes,15 years old,Male,Rarely,3 or more,Most of the time
39756,No,14 years old,Female,Always,1,Rarely
39757,No,14 years old, ,Always,1,Sometimes
39758,No,15 years old,Female,Sometimes,2,Most of the time
39759,No,15 years old,Female,Most of the time,0,Sometimes
39760,No,14 years old,Female,Sometimes,2,Sometimes
39761,No,14 years old,Female,Most of the time,3 or more,Sometimes
39762,No,14 years old,Male,Rarely,3 or more,Rarely
39764,No,14 years old,Male,Never,3 or more, 
39765,Yes,14 years old,Female,Never,3 or more,Most of the time
39766,No,14 years old,Male,Rarely,3 or more, 
39767,Yes,16 years old,Female,Rarely,3 or more,Sometimes
39768,No,15 years old,Male,Sometimes,0,Most of the time
39769,No,14 years old,Female,Sometimes,3 or more,Never
39770,No,14 years old,Female,Rarely,0,Rarely
39771,No,14 years old,Male,Rarely,3 or more,Sometimes
39772,Yes,17 years old,Male,Rarely,3 or more,Rarely
39773,No,16 years old,Male,Sometimes,3 or more,Sometimes
39774,No,16 years old,Female,Never,3 or more,Always
39775,No,15 years old,Female,Most of the time,3 or more,Rarely
39776,No,15 years old,Female,Sometimes,3 or more,Always
39777,No,15 years old,Male,Sometimes,3 or more,Rarely
39778,No,15 years old,Male,Never,3 or more,Rarely
39779,No,15 years old,Female,Sometimes,3 or more,Sometimes
39780,Yes,16 years old,Female,Sometimes,3 or more,Most of the time
39781,No,15 years old,Female,Rarely,2,Always
39782,No,16 years old,Male,Most of the time,3 or more,Most of the time
39783,No,15 years old,Male,Sometimes,3 or more,Sometimes
39784,No,16 years old,Male,Never,3 or more,Rarely
39785,No,16 years old,Male,Never,3 or more,Sometimes
39786,No,17 years old,Male,Never,3 or more,Always
39787,Yes,15 years old,Female,Most of the time,3 or more,Rarely
39788,Yes,16 years old,Male,Rarely,3 or more,Rarely
39789,No,17 years old,Male, ,0,Never
39790,No,16 years old,Male,Rarely,3 or more,Always
39791,No,16 years old,Female,Sometimes,3 or more,Rarely
39792,No,16 years old,Female,Never,3 or more,Sometimes
39793,No,17 years old,Male,Rarely,3 or more,Always
39794,No,16 years old,Male,Sometimes,3 or more,Rarely
39795,Yes,17 years old,Female,Sometimes,3 or more,Rarely
39796,No,17 years old,Female,Rarely,3 or more,Rarely
39797,No,17 years old,Male,Sometimes,3 or more,Never
39798,Yes,16 years old,Female,Sometimes,3 or more,Always
39799,Yes,16 years old,Male,Sometimes,3 or more,Rarely
39800,No,16 years old,Female,Sometimes,3 or more,Sometimes
39801,No,17 years old,Male,Sometimes,3 or more,Sometimes
39802,No,16 years old,Female,Rarely,0,Most of the time
39803,No,16 years old,Female,Sometimes,3 or more,Rarely
39804,No,16 years old,Female,Most of the time,3 or more,Most of the time
39805,No,16 years old,Female,Sometimes,3 or more, 
39806,Yes,13 years old,Female,Always,3 or more,Most of the time
39807,No,13 years old,Female,Sometimes,3 or more,Sometimes
39808,No,13 years old,Female,Never,3 or more,Most of the time
39809,No,13 years old,Male,Never,3 or more,Most of the time
39810,No,14 years old,Female,Never,3 or more,Most of the time
39811,No,13 years old,Female,Sometimes,3 or more,Sometimes
39812,No,13 years old,Female,Rarely,3 or more,Always
39813,No,13 years old,Female,Never,3 or more,Most of the time
39814,Yes,13 years old,Female,Always,1,Rarely
39815,Yes,14 years old,Female,Always,3 or more,Always
39816,No,14 years old,Female,Never,3 or more,Always
39817,No,14 years old,Female,Never,3 or more,Most of the time
39818,No,14 years old,Male,Never,3 or more,Most of the time
39819,No,14 years old,Male,Never,3 or more,Most of the time
39820,Yes,13 years old,Female,Rarely,3 or more,Always
39821,Yes,13 years old,Female,Most of the time,2,Rarely
39822,No,13 years old,Female,Sometimes,3 or more,Most of the time
39823,No,13 years old,Female,Sometimes,3 or more,Sometimes
39824,No,14 years old,Female,Sometimes,3 or more,Rarely
39825,No,13 years old,Male,Never,3 or more,Always
39826,Yes,13 years old,Male,Most of the time,0,Never
39827,Yes,14 years old,Female,Sometimes,2,Always
39828,Yes,14 years old,Male,Rarely,2,Rarely
39829,No,13 years old,Female,Rarely,3 or more,Most of the time
39830,No,14 years old,Female,Most of the time,0,Rarely
39831, ,13 years old,Female,Never,3 or more,Most of the time
39832,Yes,13 years old,Female,Sometimes,3 or more,Sometimes
39833,No,14 years old,Female,Rarely,3 or more,Never
39834,No,13 years old,Female,Always,3 or more,Rarely
39835,No,13 years old,Female,Rarely,2,Always
39836,No,13 years old,Female,Rarely,3 or more,Most of the time
39837,No,13 years old,Female,Never,3 or more,Rarely
39838,No,13 years old,Male,Never,3 or more,Always
39839,No,13 years old,Male,Never,3 or more,Most of the time
39840,No,13 years old,Female,Never,3 or more,Sometimes
39841,Yes,13 years old,Female,Never,3 or more,Most of the time
39842,No,14 years old,Female,Rarely,3 or more,Most of the time
39843,No,15 years old,Female,Never,3 or more,Always
39844,Yes,14 years old,Female,Sometimes,2,Rarely
39845,Yes,14 years old,Female,Sometimes,3 or more,Sometimes
39846,Yes,14 years old,Male,Never,3 or more,Sometimes
39847,Yes,15 years old,Female,Never,3 or more,Rarely
39848,Yes,14 years old,Female,Sometimes,3 or more,Rarely
39849,No,14 years old,Female,Sometimes,3 or more,Always
39850,Yes,14 years old,Male,Never,3 or more,Most of the time
39851,Yes,15 years old,Male,Sometimes,3 or more,Sometimes
39852,No,14 years old,Male,Never,3 or more,Sometimes
39853,Yes,14 years old,Male,Sometimes,3 or more,Most of the time
39854,No,14 years old,Male,Rarely,2,Sometimes
39855,No,14 years old,Male,Most of the time,3 or more,Rarely
39856,Yes,14 years old,Female,Never,3 or more,Never
39857,No,14 years old,Male,Never,3 or more,Sometimes
39858,Yes,14 years old,Female,Sometimes,2,Sometimes
39859,No,14 years old,Female,Sometimes,3 or more,Never
39860,No,14 years old,Female,Rarely,3 or more,Rarely
39861,Yes,14 years old,Male,Rarely,3 or more,Sometimes
39862,No,14 years old,Male,Never,3 or more,Most of the time
39863,Yes,14 years old,Female,Most of the time,3 or more,Rarely
39864,No,14 years old,Female,Sometimes,2,Rarely
39865,No,14 years old,Female,Sometimes,3 or more,Always
39866,No,14 years old,Female,Rarely,3 or more,Sometimes
39867,Yes,14 years old,Female,Sometimes,2,Sometimes
39868,Yes,14 years old,Female,Rarely,3 or more,Rarely
39869,Yes,15 years old,Male, ,3 or more,Always
39870,Yes,14 years old,Male,Never,3 or more,Most of the time
39871,No,16 years old,Female,Rarely,3 or more,Never
39872,No,16 years old,Female,Sometimes,3 or more,Always
39873,Yes,16 years old,Male,Sometimes,1,Sometimes
39874,No,16 years old,Female,Sometimes,3 or more,Always
39875,Yes,16 years old,Male,Never,3 or more,Most of the time
39876,No,17 years old,Female,Always,1,Sometimes
39877,No,16 years old,Female,Most of the time,3 or more,Sometimes
39878,No,16 years old,Male,Sometimes,2,Most of the time
39879,No,16 years old,Female,Rarely,3 or more,Most of the time
39880,No,16 years old,Female,Never,3 or more,Sometimes
39881, ,16 years old,Female,Never,3 or more,Most of the time
39882,No,16 years old,Female,Sometimes,3 or more,Most of the time
39883,Yes,16 years old,Female,Most of the time,3 or more,Sometimes
39884,No,16 years old,Female,Most of the time,1,Rarely
39885,Yes,16 years old,Female,Most of the time,3 or more,Most of the time
39886,No,16 years old,Female,Sometimes,3 or more,Most of the time
39887,No,17 years old,Female,Rarely,3 or more,Most of the time
39888,Yes,16 years old,Female,Never,3 or more,Sometimes
